600,700,800,900,1000
0.6859229942170268,0.7348848803281199,0.7139511884984625,0.7606179773225851,0.6905212640363837
0.7507389130023268,0.70939007454421,0.7554153700780059,0.7536482451933477,0.6844390607665859
0.7077761555981965,0.716357243977087,0.7823359446007383,0.6975227175983189,0.6798138346449711
0.688093519864345,0.7108199054028748,0.7112873651951037,0.7324744847291196,0.688666571178946
0.7640316890347068,0.755123029817139,0.6748134425838004,0.7272790418226671,0.7604702869154398
0.6669108289499379,0.7496434214928968,0.7352379703593024,0.6825244675206329,0.7897561602523661
0.8467321677700415,0.7571293862879325,0.754935288716589,0.7260065664842841,0.7232730812226575
0.6891743160878404,0.7172374607146818,0.6782683997170994,0.7378743037643178,0.8028387664278335
0.6820980510972837,0.794036530584356,0.7768520812984245,0.7456549276243428,0.7374465046364246
0.6855421103949227,0.7206052713530747,0.7986892233101679,0.6659816361162844,0.7303288630160285
